Payment_time,Transaction_id,Partner_transaction_id,Amount,Foreign_amount,Currency,Exchange_Rate,Fee_type,Fee_amount,Foreign_fee_amount,Fee_desc
2018-02-15 08:22:53,2018021521001001360250971646	,125219651542656082	,22.27	,3.51	,USD,6.34480000	,Tmall Logisitic,2.37	,0.37	,菜鸟-保税_进口关税(商家){LP00093811072439}_2604839566
2018-02-15 08:22:53,2018021521001001360250971646	,125219651542656082	,22.27	,3.51	,USD,6.34480000	,Tmall Global Commission,0.40	,0.06	,Tmall Global Commission
2018-02-15 08:22:53,2018021521001001360250971646	,125219651542656082	,22.27	,3.51	,USD,6.34480000	,Alipay commission,0.22	,0.03	,Alipay service fee
2018-02-15 08:30:32,2018021521001001600278952249	,125221051222257294	,19.90	,3.14	,USD,6.34480000	,Tmall Logisitic,2.12	,0.33	,菜鸟-保税_进口关税(商家){LP00090683079494}_2604839566
2018-02-15 08:30:32,2018021521001001600278952249	,125221051222257294	,19.90	,3.14	,USD,6.34480000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-02-15 08:30:32,2018021521001001600278952249	,125221051222257294	,19.90	,3.14	,USD,6.34480000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-02-15 08:30:32,2018021521001001600278952249	,125221051222257294	,19.90	,3.14	,USD,6.34480000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00090683079494}_2604839566
2018-02-15 08:35:19,2018021521001001490571909745	,125285562321721261	,122.04	,19.23	,USD,6.34480000	,Tmall Global Commission,2.16	,0.34	,Tmall Global Commission
2018-02-15 08:35:19,2018021521001001490571909745	,125285562321721261	,122.04	,19.23	,USD,6.34480000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125285562321721261),5.40	,0.85	,2018021521001001490571909745-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125285562321721261)
2018-02-15 08:35:19,2018021521001001490571909745	,125285562321721261	,122.04	,19.23	,USD,6.34480000	,Alipay commission,1.22	,0.19	,Alipay service fee
2018-02-15 08:35:19,2018021521001001490571909745	,125285562321721261	,122.04	,19.23	,USD,6.34480000	,Tmall Logisitic,14.04	,2.21	,菜鸟-保税_进口关税(商家){LP00093810839676}_2604839566
2018-02-15 08:35:19,2018021521001001490571909745	,125285562321721261	,122.04	,19.23	,USD,6.34480000	,Tmall Logisitic,16.00	,2.52	,菜鸟-保税_服务费用(商家){LP00093810839676}_2604839566
2018-02-15 08:36:04,2018021521001001140543877916	,117679494014814040	,39.80	,6.27	,USD,6.34480000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00090683025636}_2604839566
2018-02-15 08:36:04,2018021521001001140543877916	,117679494014814040	,39.80	,6.27	,USD,6.34480000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00090683025636}_2604839566
2018-02-15 08:36:04,2018021521001001140543877916	,117679494014814040	,39.80	,6.27	,USD,6.34480000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-02-15 08:36:04,2018021521001001140543877916	,117679494014814040	,39.80	,6.27	,USD,6.34480000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-02-15 08:50:28,2018021521001001300266264168	,125268286413378863	,22.27	,3.51	,USD,6.34480000	,Tmall Logisitic,2.37	,0.37	,菜鸟-保税_进口关税(商家){LP00090683402076}_2604839566
2018-02-15 08:50:28,2018021521001001300266264168	,125268286413378863	,22.27	,3.51	,USD,6.34480000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00090683402076}_2604839566
2018-02-15 08:50:28,2018021521001001300266264168	,125268286413378863	,22.27	,3.51	,USD,6.34480000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125268286413378863),1.00	,0.16	,2018021521001001300266264168-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125268286413378863)
2018-02-15 08:50:28,2018021521001001300266264168	,125268286413378863	,22.27	,3.51	,USD,6.34480000	,Tmall Global Commission,0.40	,0.06	,Tmall Global Commission
2018-02-15 08:50:28,2018021521001001300266264168	,125268286413378863	,22.27	,3.51	,USD,6.34480000	,Alipay commission,0.22	,0.03	,Alipay service fee
2018-02-15 08:58:38,2018021521001001580559335327	,125266969247543263	,140.36	,22.12	,USD,6.34480000	,Tmall Logisitic,16.00	,2.52	,菜鸟-保税_进口关税(商家){LP00093811037121}_2604839566
2018-02-15 08:58:38,2018021521001001580559335327	,125266969247543263	,140.36	,22.12	,USD,6.34480000	,Alipay commission,1.40	,0.22	,Alipay service fee
2018-02-15 08:58:38,2018021521001001580559335327	,125266969247543263	,140.36	,22.12	,USD,6.34480000	,Tmall Global Commission,2.48	,0.39	,Tmall Global Commission
2018-02-15 08:58:38,2018021521001001580559335327	,125266969247543263	,140.36	,22.12	,USD,6.34480000	,Tmall Logisitic,16.00	,2.52	,菜鸟-保税_服务费用(商家){LP00093811037121}_2604839566
2018-02-15 09:07:35,2018021521001001650270647974	,117719843067254056	,19.90	,3.14	,USD,6.34480000	,Tmall Logisitic,2.12	,0.33	,菜鸟-保税_进口关税(商家){LP00093811282672}_2604839566
2018-02-15 09:07:35,2018021521001001650270647974	,117719843067254056	,19.90	,3.14	,USD,6.34480000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-02-15 09:07:35,2018021521001001650270647974	,117719843067254056	,19.90	,3.14	,USD,6.34480000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00093811282672}_2604839566
2018-02-15 09:07:35,2018021521001001650270647974	,117719843067254056	,19.90	,3.14	,USD,6.34480000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-02-15 09:29:02,2018021521001001180275880716	,125227631050144669	,19.90	,3.14	,USD,6.34480000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-02-15 09:29:02,2018021521001001180275880716	,125227631050144669	,19.90	,3.14	,USD,6.34480000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-02-15 09:29:02,2018021521001001180275880716	,125227631050144669	,19.90	,3.14	,USD,6.34480000	,Tmall Logisitic,2.12	,0.33	,菜鸟-保税_进口关税(商家){LP00093811115297}_2604839566
2018-02-15 09:29:02,2018021521001001180275880716	,125227631050144669	,19.90	,3.14	,USD,6.34480000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00093811115297}_2604839566
2018-02-15 14:18:44,2018021521001001960526997806	,125333022010953299	,19.90	,3.13	,USD,6.35210000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-02-15 14:18:44,2018021521001001960526997806	,125333022010953299	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00094551240763}_2604839566
2018-02-15 14:18:44,2018021521001001960526997806	,125333022010953299	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,2.12	,0.33	,菜鸟-保税_进口关税(商家){LP00094551240763}_2604839566
2018-02-15 14:18:44,2018021521001001960526997806	,125333022010953299	,19.90	,3.13	,USD,6.35210000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125333022010953299),0.89	,0.14	,2018021521001001960526997806-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125333022010953299)
2018-02-15 14:18:44,2018021521001001960526997806	,125333022010953299	,19.90	,3.13	,USD,6.35210000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-02-15 15:23:48,2018021521001001100281661067	,129981570028331317	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00093813616015}_2604839566
2018-02-15 15:23:48,2018021521001001100281661067	,129981570028331317	,19.90	,3.13	,USD,6.35210000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-02-15 15:23:48,2018021521001001100281661067	,129981570028331317	,19.90	,3.13	,USD,6.35210000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-02-15 15:23:48,2018021521001001100281661067	,129981570028331317	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,2.12	,0.33	,菜鸟-保税_进口关税(商家){LP00093813616015}_2604839566
2018-02-15 20:18:02,2018021521001001920536890592	,125355057508047176	,19.90	,3.13	,USD,6.35210000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-02-15 20:18:02,2018021521001001920536890592	,125355057508047176	,19.90	,3.13	,USD,6.35210000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-02-15 20:18:02,2018021521001001920536890592	,125355057508047176	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00093815009953}_2604839566
2018-02-15 20:18:02,2018021521001001920536890592	,125355057508047176	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,2.12	,0.33	,菜鸟-保税_进口关税(商家){LP00093815009953}_2604839566
2018-02-15 21:11:07,2018021521001001880200139090	,117706037767632754	,39.80	,6.27	,USD,6.35210000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00094553443476}_2604839566
2018-02-15 21:11:07,2018021521001001880200139090	,117706037767632754	,39.80	,6.27	,USD,6.35210000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-02-15 21:11:07,2018021521001001880200139090	,117706037767632754	,39.80	,6.27	,USD,6.35210000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00094553443476}_2604839566
2018-02-15 21:11:07,2018021521001001880200139090	,117706037767632754	,39.80	,6.27	,USD,6.35210000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-02-15 21:12:42,2018021521001001700232770065	,125387062109077264	,19.90	,3.13	,USD,6.35210000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-02-15 21:12:42,2018021521001001700232770065	,125387062109077264	,19.90	,3.13	,USD,6.35210000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-02-15 21:12:42,2018021521001001700232770065	,125387062109077264	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,2.12	,0.33	,菜鸟-保税_进口关税(商家){LP00090687567183}_2604839566
2018-02-15 21:12:42,2018021521001001700232770065	,125387062109077264	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00090687567183}_2604839566
2018-02-15 22:53:28,2018021521001001270579510104	,125376757773916961	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,2.12	,0.33	,菜鸟-保税_进口关税(商家){LP00094554259811}_2604839566
2018-02-15 22:53:28,2018021521001001270579510104	,125376757773916961	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00094554259811}_2604839566
2018-02-15 22:53:28,2018021521001001270579510104	,125376757773916961	,19.90	,3.13	,USD,6.35210000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-02-15 22:53:28,2018021521001001270579510104	,125376757773916961	,19.90	,3.13	,USD,6.35210000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-02-15 23:10:48,2018021521001001850285219453	,130036198197292105	,19.90	,3.13	,USD,6.35210000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-02-15 23:10:48,2018021521001001850285219453	,130036198197292105	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00090688569721}_2604839566
2018-02-15 23:10:48,2018021521001001850285219453	,130036198197292105	,19.90	,3.13	,USD,6.35210000	,Tmall Logisitic,2.12	,0.33	,菜鸟-保税_进口关税(商家){LP00090688569721}_2604839566
2018-02-15 23:10:48,2018021521001001850285219453	,130036198197292105	,19.90	,3.13	,USD,6.35210000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-02-18 00:32:44,2018021821001001560212942749	,130119637427660116	,64.90	,10.22	,USD,6.35080000	,Alipay commission,0.65	,0.10	,Alipay service fee
2018-02-18 00:32:44,2018021821001001560212942749	,130119637427660116	,64.90	,10.22	,USD,6.35080000	,Tmall Global Commission,1.16	,0.18	,Tmall Global Commission
2018-02-18 00:32:44,2018021821001001560212942749	,130119637427660116	,64.90	,10.22	,USD,6.35080000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00093839915794}_2604839566
2018-02-18 00:32:44,2018021821001001560212942749	,130119637427660116	,64.90	,10.22	,USD,6.35080000	,Tmall Logisitic,6.90	,1.09	,菜鸟-保税_进口关税(商家){LP00093839915794}_2604839566
2018-02-18 09:16:53,2018021821001001610571279213	,125676216208039188	,64.90	,10.22	,USD,6.35080000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00090713529144}_2604839566
2018-02-18 09:16:53,2018021821001001610571279213	,125676216208039188	,64.90	,10.22	,USD,6.35080000	,Tmall Logisitic,6.90	,1.09	,菜鸟-保税_进口关税(商家){LP00090713529144}_2604839566
2018-02-18 09:16:53,2018021821001001610571279213	,125676216208039188	,64.90	,10.22	,USD,6.35080000	,Tmall Global Commission,1.16	,0.18	,Tmall Global Commission
2018-02-18 09:16:53,2018021821001001610571279213	,125676216208039188	,64.90	,10.22	,USD,6.35080000	,Alipay commission,0.65	,0.10	,Alipay service fee
2018-02-18 21:21:48,2018021821001001720565741910	,125721523072899783	,132.04	,20.79	,USD,6.35190000	,Alipay commission,1.32	,0.21	,Alipay service fee
2018-02-18 21:21:48,2018021821001001720565741910	,125721523072899783	,132.04	,20.79	,USD,6.35190000	,Tmall Logisitic,14.04	,2.21	,菜鸟-保税_进口关税(商家){LP00090724106715}_2604839566
2018-02-18 21:21:48,2018021821001001720565741910	,125721523072899783	,132.04	,20.79	,USD,6.35190000	,Tmall Logisitic,16.00	,2.52	,菜鸟-保税_服务费用(商家){LP00090724106715}_2604839566
2018-02-18 21:21:48,2018021821001001720565741910	,125721523072899783	,132.04	,20.79	,USD,6.35190000	,Tmall Global Commission,2.36	,0.37	,Tmall Global Commission
2018-02-18 22:39:10,2018021821001001680286515853	,118006812947548344	,64.90	,10.22	,USD,6.35190000	,Tmall Logisitic,6.90	,1.09	,菜鸟-保税_进口关税(商家){LP00094591374445}_2604839566
2018-02-18 22:39:10,2018021821001001680286515853	,118006812947548344	,64.90	,10.22	,USD,6.35190000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00094591374445}_2604839566
2018-02-18 22:39:10,2018021821001001680286515853	,118006812947548344	,64.90	,10.22	,USD,6.35190000	,Alipay commission,0.65	,0.10	,Alipay service fee
2018-02-18 22:39:10,2018021821001001680286515853	,118006812947548344	,64.90	,10.22	,USD,6.35190000	,Tmall Global Commission,1.16	,0.18	,Tmall Global Commission
2018-02-20 10:11:56,2018022021001001780224680158	,118253299534656640	,64.90	,10.22	,USD,6.35190000	,Tmall Global Commission,1.16	,0.18	,Tmall Global Commission
2018-02-20 10:11:56,2018022021001001780224680158	,118253299534656640	,64.90	,10.22	,USD,6.35190000	,Alipay commission,0.65	,0.10	,Alipay service fee
2018-02-20 10:11:56,2018022021001001780224680158	,118253299534656640	,64.90	,10.22	,USD,6.35190000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(118253299534656640),2.90	,0.46	,2018022021001001780224680158-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(118253299534656640)
2018-02-20 10:11:56,2018022021001001780224680158	,118253299534656640	,64.90	,10.22	,USD,6.35190000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00094615423571}_2604839566
2018-02-20 10:11:56,2018022021001001780224680158	,118253299534656640	,64.90	,10.22	,USD,6.35190000	,Tmall Logisitic,6.90	,1.09	,菜鸟-保税_进口关税(商家){LP00094615423571}_2604839566
2018-02-20 19:24:04,2018022021001001230588293689	,126114810726141280	,64.90	,10.22	,USD,6.35190000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00090764457130}_2604839566
2018-02-20 19:24:04,2018022021001001230588293689	,126114810726141280	,64.90	,10.22	,USD,6.35190000	,Tmall Global Commission,1.16	,0.18	,Tmall Global Commission
2018-02-20 19:24:04,2018022021001001230588293689	,126114810726141280	,64.90	,10.22	,USD,6.35190000	,Tmall Logisitic,6.90	,1.09	,菜鸟-保税_进口关税(商家){LP00090764457130}_2604839566
2018-02-20 19:24:04,2018022021001001230588293689	,126114810726141280	,64.90	,10.22	,USD,6.35190000	,Alipay commission,0.65	,0.10	,Alipay service fee
2018-02-20 19:24:04,2018022021001001230588293689	,126114810726141280	,64.90	,10.22	,USD,6.35190000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(126114810726141280),2.90	,0.46	,2018022021001001230588293689-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(126114810726141280)
2018-02-21 09:21:50,2018022121001001820540535244	,126194330908139499	,87.28	,13.74	,USD,6.35190000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00093903448412}_2604839566
2018-02-21 09:21:50,2018022121001001820540535244	,126194330908139499	,87.28	,13.74	,USD,6.35190000	,Tmall Global Commission,1.56	,0.25	,Tmall Global Commission
2018-02-21 09:21:50,2018022121001001820540535244	,126194330908139499	,87.28	,13.74	,USD,6.35190000	,Tmall Logisitic,9.28	,1.46	,菜鸟-保税_进口关税(商家){LP00093903448412}_2604839566
2018-02-21 09:21:50,2018022121001001820540535244	,126194330908139499	,87.28	,13.74	,USD,6.35190000	,Alipay commission,0.87	,0.14	,Alipay service fee
2018-02-21 21:53:29,2018022121001001120562640680	,118432552704905337	,64.90	,10.21	,USD,6.35440000	,Tmall Logisitic,6.90	,1.09	,菜鸟-保税_进口关税(商家){LP00090802742068}_2604839566
2018-02-21 21:53:29,2018022121001001120562640680	,118432552704905337	,64.90	,10.21	,USD,6.35440000	,Alipay commission,0.65	,0.10	,Alipay service fee
2018-02-21 21:53:29,2018022121001001120562640680	,118432552704905337	,64.90	,10.21	,USD,6.35440000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00090802742068}_2604839566
2018-02-21 21:53:29,2018022121001001120562640680	,118432552704905337	,64.90	,10.21	,USD,6.35440000	,Tmall Global Commission,1.16	,0.18	,Tmall Global Commission
2018-02-22 07:41:10,2018022221001001180559788037	,130985371264876300	,100.78	,15.86	,USD,6.35440000	,Tmall Logisitic,11.78	,1.85	,菜鸟-保税_进口关税(商家){LP00093936563807}_2604839566
2018-02-22 07:41:10,2018022221001001180559788037	,130985371264876300	,100.78	,15.86	,USD,6.35440000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00093936563807}_2604839566
2018-02-22 07:41:10,2018022221001001180559788037	,130985371264876300	,100.78	,15.86	,USD,6.35440000	,Alipay commission,1.01	,0.16	,Alipay service fee
2018-02-22 07:41:10,2018022221001001180559788037	,130985371264876300	,100.78	,15.86	,USD,6.35440000	,Tmall Global Commission,1.78	,0.28	,Tmall Global Commission
2018-02-22 10:33:40,2018022221001001730571807712	,118594283449454355	,100.78	,15.86	,USD,6.35440000	,Alipay commission,1.01	,0.16	,Alipay service fee
2018-02-22 10:33:40,2018022221001001730571807712	,118594283449454355	,100.78	,15.86	,USD,6.35440000	,Tmall Logisitic,13.00	,2.05	,菜鸟-保税_服务费用(商家){LP00090816578105}_2604839566
2018-02-22 10:33:40,2018022221001001730571807712	,118594283449454355	,100.78	,15.86	,USD,6.35440000	,Tmall Global Commission,1.78	,0.28	,Tmall Global Commission
